,Unnamed: 0,team_code_x,season_x,game_id,game_date,player_id_x,jersey_num,pts,fga,fga3,fgm,fgm3,fta,ftm,ast,blk,stl,dreb,oreb,reb,pf,tf,tov,mins_played,player_id_AND_season,grade_level,division,first_name,last_name,jersey_no,height_in,season_y,class_desc,xml_name,school,conference,height_ft,conference_id,player_id_y,position,team_code_y
212,212,334.0,2015.0,334-430-2016-01-12,2016-01-12,1735099.0,23,22.0,14.0,11.0,7.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,4.0,36.0,1735099_AND_2015,1.0,1.0,Jamal,Murray,23.0,4.0,2015.0,Fr.,"MURRAY,JAMAL",Kentucky,SEC,6.0,911.0,1735099.0,G,334.0
213,213,518.0,2014.0,428-518-2015-01-06,2015-01-06,1620948.0,0,27.0,17.0,6.0,10.0,5.0,2.0,2.0,5.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,5.0,43.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
214,214,518.0,2014.0,740-518-2015-03-19,2015-03-19,1620948.0,0,28.0,20.0,7.0,10.0,4.0,7.0,4.0,1.0,2.0,2.0,5.0,1.0,6.0,3.0,0.0,4.0,44.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
215,215,518.0,2014.0,518-810-2014-12-27,2014-12-27,1620948.0,0,24.0,8.0,6.0,7.0,6.0,5.0,4.0,3.0,0.0,2.0,6.0,0.0,6.0,2.0,0.0,4.0,27.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
216,216,518.0,2014.0,539-518-2015-03-04,2015-03-04,1620948.0,0,28.0,16.0,8.0,8.0,5.0,11.0,7.0,3.0,0.0,3.0,6.0,0.0,6.0,4.0,0.0,2.0,34.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
217,217,518.0,2014.0,312-518-2015-01-17,2015-01-17,1620948.0,0,27.0,22.0,8.0,10.0,4.0,4.0,3.0,2.0,0.0,1.0,8.0,6.0,14.0,1.0,0.0,3.0,39.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
218,218,518.0,2014.0,518-590-2014-11-23,2014-11-23,1620948.0,0,32.0,21.0,8.0,12.0,4.0,5.0,4.0,5.0,0.0,1.0,5.0,4.0,9.0,0.0,0.0,2.0,25.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
219,219,518.0,2014.0,518-428-2015-03-12,2015-03-12,1620948.0,0,23.0,16.0,10.0,7.0,3.0,6.0,6.0,4.0,3.0,1.0,5.0,0.0,5.0,3.0,0.0,5.0,36.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
220,220,518.0,2014.0,587-518-2015-02-08,2015-02-08,1620948.0,0,23.0,13.0,7.0,8.0,3.0,5.0,4.0,11.0,0.0,1.0,10.0,1.0,11.0,2.0,0.0,2.0,35.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
221,221,518.0,2014.0,518-559-2015-03-01,2015-03-01,1620948.0,0,28.0,19.0,6.0,9.0,2.0,10.0,8.0,2.0,0.0,2.0,6.0,1.0,7.0,4.0,0.0,5.0,34.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
222,222,518.0,2014.0,509-518-2015-01-22,2015-01-22,1620948.0,0,33.0,17.0,11.0,12.0,6.0,5.0,3.0,6.0,0.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,37.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
223,223,518.0,2014.0,518-387-2014-11-18,2014-11-18,1620948.0,0,6.0,5.0,3.0,2.0,2.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,7.0,31.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
224,224,518.0,2014.0,29-518-2015-03-21,2015-03-21,1620948.0,0,9.0,19.0,7.0,3.0,1.0,2.0,2.0,6.0,0.0,0.0,7.0,0.0,7.0,2.0,0.0,1.0,37.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
225,225,518.0,2014.0,416-518-2015-02-14,2015-02-14,1620948.0,0,10.0,13.0,7.0,4.0,2.0,2.0,0.0,6.0,0.0,1.0,3.0,2.0,5.0,3.0,0.0,2.0,39.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
226,226,518.0,2014.0,457-518-2014-12-20,2014-12-20,1620948.0,0,11.0,17.0,10.0,4.0,3.0,2.0,0.0,5.0,0.0,3.0,8.0,0.0,8.0,4.0,0.0,2.0,38.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
227,227,518.0,2014.0,518-463-2015-02-26,2015-02-26,1620948.0,0,11.0,9.0,5.0,3.0,2.0,5.0,3.0,6.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,26.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
228,228,518.0,2014.0,306-518-2015-01-10,2015-01-10,1620948.0,0,13.0,15.0,5.0,3.0,1.0,7.0,6.0,2.0,2.0,2.0,7.0,1.0,8.0,3.0,0.0,1.0,38.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
229,229,518.0,2014.0,518-312-2014-12-30,2014-12-30,1620948.0,0,13.0,16.0,8.0,4.0,1.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,32.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
230,230,518.0,2014.0,518-317-2014-11-28,2014-11-28,1620948.0,0,14.0,12.0,6.0,4.0,2.0,5.0,4.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,4.0,31.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
231,231,518.0,2014.0,518-444-2014-12-13,2014-12-13,1620948.0,0,15.0,8.0,3.0,3.0,1.0,8.0,8.0,7.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,5.0,38.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
232,232,518.0,2014.0,518-414-2014-12-22,2014-12-22,1620948.0,0,15.0,10.0,8.0,5.0,4.0,4.0,1.0,9.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,29.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
233,233,518.0,2014.0,518-368-2014-11-14,2014-11-14,1620948.0,0,16.0,14.0,6.0,7.0,2.0,1.0,0.0,6.0,0.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,26.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
234,234,518.0,2014.0,418-518-2015-02-22,2015-02-22,1620948.0,0,16.0,15.0,6.0,6.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,2.0,5.0,3.0,0.0,5.0,36.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
235,235,518.0,2014.0,367-518-2014-12-02,2014-12-02,1620948.0,0,17.0,20.0,6.0,6.0,0.0,6.0,5.0,6.0,0.0,2.0,5.0,1.0,6.0,4.0,0.0,4.0,31.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
236,236,518.0,2014.0,518-796-2015-03-08,2015-03-08,1620948.0,0,17.0,18.0,7.0,7.0,1.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,39.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
237,237,518.0,2014.0,518-539-2015-02-11,2015-02-11,1620948.0,0,17.0,13.0,5.0,4.0,1.0,10.0,8.0,7.0,0.0,1.0,5.0,1.0,6.0,1.0,0.0,2.0,35.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
238,238,518.0,2014.0,518-392-2015-01-29,2015-01-29,1620948.0,0,18.0,12.0,6.0,6.0,4.0,3.0,2.0,6.0,0.0,2.0,13.0,1.0,14.0,1.0,0.0,0.0,34.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
239,239,518.0,2014.0,518-19651-2014-12-10,2014-12-10,1620948.0,0,18.0,10.0,3.0,7.0,2.0,2.0,2.0,5.0,0.0,2.0,8.0,1.0,9.0,1.0,0.0,4.0,27.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
240,240,518.0,2014.0,416-518-2015-03-13,2015-03-13,1620948.0,0,19.0,16.0,8.0,7.0,3.0,2.0,2.0,3.0,1.0,2.0,6.0,0.0,6.0,4.0,0.0,3.0,36.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
241,241,518.0,2014.0,518-153-2014-12-06,2014-12-06,1620948.0,0,19.0,19.0,5.0,8.0,3.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,4.0,1.0,0.0,2.0,37.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
242,242,518.0,2014.0,559-518-2015-02-04,2015-02-04,1620948.0,0,20.0,18.0,7.0,7.0,2.0,5.0,4.0,5.0,0.0,2.0,5.0,2.0,7.0,2.0,0.0,3.0,36.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
243,243,518.0,2014.0,518-418-2015-01-13,2015-01-13,1620948.0,0,21.0,12.0,8.0,6.0,3.0,7.0,6.0,6.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,4.0,33.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
244,244,518.0,2014.0,518-488-2014-12-17,2014-12-17,1620948.0,0,21.0,14.0,5.0,7.0,2.0,5.0,5.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,23.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
245,245,518.0,2014.0,518-301-2015-01-03,2015-01-03,1620948.0,0,22.0,13.0,7.0,7.0,3.0,6.0,5.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,6.0,40.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
246,246,518.0,2014.0,518-306-2015-01-25,2015-01-25,1620948.0,0,22.0,15.0,7.0,9.0,2.0,2.0,2.0,10.0,0.0,2.0,6.0,0.0,6.0,2.0,0.0,3.0,32.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
247,247,518.0,2014.0,518-115-2014-11-26,2014-11-26,1620948.0,0,22.0,13.0,6.0,9.0,4.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,30.0,1620948_AND_2014,1.0,1.0,D'Angelo,Russell,0.0,5.0,2014.0,Fr.,"RUSSELL,D'ANGELO",Ohio St.,Big Ten,6.0,827.0,1620948.0,G,518.0
248,248,466.0,2015.0,466-207-2016-03-21,2016-03-21,1733496.0,0,28.0,15.0,4.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,13.0,1.0,14.0,1.0,0.0,2.0,39.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
249,249,466.0,2015.0,473-466-2016-03-10,2016-03-10,1733496.0,0,26.0,21.0,3.0,11.0,1.0,5.0,3.0,0.0,4.0,1.0,12.0,3.0,15.0,1.0,0.0,5.0,40.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
250,250,466.0,2015.0,466-738-2016-03-23,2016-03-23,1733496.0,0,23.0,16.0,5.0,9.0,3.0,5.0,2.0,2.0,3.0,1.0,10.0,1.0,11.0,3.0,0.0,2.0,38.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
251,251,466.0,2015.0,466-550-2015-11-25,2015-11-25,1733496.0,0,3.0,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,1.0,15.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
252,252,466.0,2015.0,528-466-2015-12-05,2015-12-05,1733496.0,0,6.0,9.0,1.0,2.0,0.0,3.0,2.0,0.0,5.0,2.0,8.0,4.0,12.0,3.0,0.0,0.0,36.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
253,253,466.0,2015.0,466-66-2016-01-13,2016-01-13,1733496.0,0,6.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,5.0,0.0,2.0,19.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
254,254,466.0,2015.0,277-466-2015-11-16,2015-11-16,1733496.0,0,8.0,7.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,12.0,1.0,13.0,4.0,0.0,0.0,34.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
255,255,466.0,2015.0,473-466-2015-12-30,2015-12-30,1733496.0,0,8.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,5.0,9.0,5.0,0.0,4.0,25.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
256,256,466.0,2015.0,440-466-2015-11-15,2015-11-15,1733496.0,0,8.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,0.0,1.0,19.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
257,257,466.0,2015.0,534-466-2015-11-21,2015-11-21,1733496.0,0,8.0,7.0,0.0,3.0,0.0,4.0,2.0,0.0,4.0,0.0,5.0,3.0,8.0,5.0,1.0,1.0,31.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
258,258,466.0,2015.0,466-721-2016-02-10,2016-02-10,1733496.0,0,9.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,2.0,10.0,1.0,0.0,1.0,32.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
259,259,466.0,2015.0,97-466-2015-11-28,2015-11-28,1733496.0,0,9.0,10.0,1.0,4.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,6.0,3.0,0.0,4.0,25.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
260,260,466.0,2015.0,630-466-2016-02-17,2016-02-17,1733496.0,0,9.0,10.0,2.0,4.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,6.0,0.0,0.0,3.0,30.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
261,261,466.0,2015.0,156-466-2016-02-06,2016-02-06,1733496.0,0,9.0,11.0,1.0,3.0,0.0,4.0,3.0,0.0,3.0,1.0,8.0,1.0,9.0,3.0,0.0,1.0,38.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
262,262,466.0,2015.0,466-626-2016-01-26,2016-01-26,1733496.0,0,9.0,10.0,2.0,4.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,3.0,7.0,4.0,0.0,0.0,25.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
263,263,466.0,2015.0,782-466-2015-12-22,2015-12-22,1733496.0,0,9.0,7.0,1.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,1.0,6.0,5.0,0.0,2.0,23.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
264,264,466.0,2015.0,66-466-2016-03-02,2016-03-02,1733496.0,0,10.0,6.0,2.0,3.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,2.0,6.0,1.0,0.0,4.0,28.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
265,265,466.0,2015.0,466-631-2015-12-18,2015-12-18,1733496.0,0,11.0,6.0,1.0,3.0,0.0,8.0,5.0,1.0,1.0,0.0,7.0,3.0,10.0,2.0,0.0,2.0,31.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
266,266,466.0,2015.0,466-465-2016-01-23,2016-01-23,1733496.0,0,12.0,11.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,3.0,9.0,4.0,0.0,4.0,31.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
267,267,466.0,2015.0,444-466-2016-03-28,2016-03-28,1733496.0,0,12.0,8.0,2.0,5.0,0.0,2.0,2.0,0.0,3.0,0.0,5.0,3.0,8.0,4.0,0.0,0.0,22.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
268,268,466.0,2015.0,721-466-2016-01-09,2016-01-09,1733496.0,0,12.0,13.0,0.0,5.0,0.0,6.0,2.0,0.0,4.0,1.0,8.0,4.0,12.0,3.0,0.0,1.0,25.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
269,269,466.0,2015.0,96-466-2016-01-06,2016-01-06,1733496.0,0,13.0,11.0,0.0,5.0,0.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,0.0,3.0,27.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
270,270,466.0,2015.0,466-149-2015-11-13,2015-11-13,1733496.0,0,13.0,13.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,7.0,3.0,0.0,1.0,23.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
271,271,466.0,2015.0,466-473-2016-03-05,2016-03-05,1733496.0,0,13.0,10.0,3.0,6.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,6.0,3.0,0.0,3.0,31.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
272,272,466.0,2015.0,465-466-2016-02-20,2016-02-20,1733496.0,0,14.0,10.0,2.0,5.0,0.0,4.0,4.0,1.0,4.0,1.0,14.0,7.0,21.0,4.0,0.0,4.0,35.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
273,273,466.0,2015.0,466-444-2016-03-30,2016-03-30,1733496.0,0,14.0,10.0,1.0,5.0,1.0,4.0,3.0,1.0,3.0,1.0,9.0,2.0,11.0,4.0,0.0,4.0,28.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
274,274,466.0,2015.0,466-731-2016-02-24,2016-02-24,1733496.0,0,15.0,11.0,3.0,7.0,1.0,0.0,0.0,3.0,3.0,1.0,6.0,3.0,9.0,3.0,0.0,2.0,34.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
275,275,466.0,2015.0,466-811-2016-01-02,2016-01-02,1733496.0,0,15.0,10.0,1.0,6.0,0.0,4.0,3.0,1.0,2.0,1.0,8.0,0.0,8.0,3.0,0.0,3.0,30.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
276,276,466.0,2015.0,466-156-2016-02-28,2016-02-28,1733496.0,0,16.0,14.0,3.0,6.0,2.0,4.0,2.0,2.0,0.0,2.0,12.0,2.0,14.0,5.0,0.0,2.0,32.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
277,277,466.0,2015.0,466-30147-2015-12-09,2015-12-09,1733496.0,0,16.0,9.0,1.0,5.0,1.0,8.0,5.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,22.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
278,278,466.0,2015.0,731-466-2016-01-30,2016-01-30,1733496.0,0,16.0,11.0,2.0,7.0,1.0,3.0,1.0,0.0,1.0,0.0,7.0,3.0,10.0,4.0,0.0,2.0,33.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
279,279,466.0,2015.0,466-189-2015-12-12,2015-12-12,1733496.0,0,17.0,11.0,3.0,7.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,4.0,6.0,3.0,0.0,0.0,22.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
280,280,466.0,2015.0,466-30175-2015-11-30,2015-11-30,1733496.0,0,17.0,8.0,0.0,8.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,14.0,1733496_AND_2015,1.0,1.0,Cameron,Oliver,0.0,8.0,2015.0,Fr.,"OLIVER,CAMERON",Nevada,MWC,6.0,5486.0,1733496.0,F,466.0
